skill_id,skill_name,category,proficiency_levels,related_careers,demand_level
12829,python,Hard Skill,Expert,"Software Engineer - Innovation Lab,  Analytics Engineer, Software Engineer, Director - Artificial Intelligence (AI) Offering Lead,  Digital Solution Architect - ThingWorx, Machine Learning / Artificial Intelligence Scientist Site Lead, Quintiq - Algorithm and Optimization Expert,  Senior Data Systems Analyst, Artificial Intelligence Engineer, Manager,  Senior Product Manager, Computer Vision, Artificial Intelligence, Senior Product Manager - Zestimate, Artificial Intelligence,  Software Developer 1 - Autonomy,  Senior Mgr, Data Science, Analytic Solutions - Business Initiatives Manager,  Python Developer, Artificial Intelligence (AI) Engineer, gRED Early Clinical Development,  Systems Engineer Data Scientist, Software Engineer in Test (Big Data/Cloud), Transportation Modeler/Engineer, JPMorgan Chase Institute- Big Data Engineer, Solutions Sales Engineer- Big Data & Analytics,  Big Data Engineer,  QA Engineer II, ETL / Data Warehouse,  Big Data Engineer - Strategic Analytics, L3 SAN Storage Engineer,  Data Engineer - Operations,  Software Development Engineer I, Digital Engineer II,  Java Data Engineer,  Data Engineer IV, Data Engineer - Conshohocken, PA,  Principal Big Data Engineer,  Data Engineer (Spark, Docker, AWS), Data Engineer - AWS,  Data Engineer, Senior Data Engineer, Big Data Engineer,  Software Development Engineer, Big Data, Sr. Big Data Engineer, Software Engineer - Big Data Platform, Data Engineer, Infrastructure Strategy,  Remote Hortonworks/Big Data Developer- Big Data Engineer, Data Engineer - Digital Wealth, Autumn Engineering Analyst, Big Data Software Engineer, Senior Associate, Junior Data Engineer,  Big Data Software Engineer, Data Engineer, Analytics, Python Engineer for Data Analytics, Big Data Principal Engineer,  Quantitative Business Analyst, Trust and Safety, YouTube,  Business Analyst,  Business Analyst, Strategy & Analytics, Business Analyst ∞ (Maplewood, MN), Business Analyst - Entry Level, Business Intelligence Analyst,  Business Intelligence Analyst,  Senior Business Intelligence Analyst,  Business Intelligence (BI) Analyst- Operations and Customer Experience, Business Intelligence Engineer,  Lead Business Intelligence Data Analyst - BI Team Manager,  Director of Business Intelligence, Cloud Management Architect, Architect (fullstack),  Google Cloud Solutions Architect, Solutions Architect, Healthcare and Life Sciences, Google Cloud,  Cloud IoT Architect,  Solutions Architect, Google Cloud,  Cloud Engineer, AWS Cloud Infrastructure Architect, Cloud Development Intern,  Architect (Gain Theory),  Cloud Engineering Architect,  Cloud Infrastructure Architect,  Cloud Security Architect, QA Developer, Game Services Engineer,  Developer Programs Engineer, Cloud Platform,  Cloud Developer Intern, ServiceNow Solutions Developer,  Software Developer - Tracer, G Suite Strategic Cloud Engineer, Google Professional Services, Junior Software Developer, Application Developer with Cloud, Developer, Cloud Architecture/Dev Ops,  G Suite Strategic Cloud Engineer, Google Professional Services, Developer Programs Engineer, Cloud Platform, OpenStack Private Cloud Developer - Mid-level,  Cloud Services Engineer (DevOps),  Software Solutions Engineer, Professional Services, Google Cloud,  Cloud Software Engineer, Data Analyst Intern,  Data Analyst, Data Analyst, Digital Gaming,  Data Analyst 1- Marketing Operations, Sr. Data Analyst, Game Data Analyst, Monetization, Senior Data Analyst, Data Analyst - Supply Chain,  Data Extraction Analyst,  Survey Data Analyst, DATA ANALYST, Data Science Analyst - Webex Teams,  Geo Data Analyst,  Database Analyst Intern,  Analyst, Data, Software Architect – Data Center Networking, Data Architect,  Software and Data Pipeline Architect, Data Architect - Information Management & Analytics,  Principal Business Intelligence Data Architect, Principal Business Intelligence Data Architect,  Big Data Solution Architect _WB,  Chief Data Scientist Solution Architect - Virtual / Texas Job,  Data Analyst / Reports Developer, Data Warehouse/Business Intelligence,  Data Architect/Engineer,  Senior Data Engineer, Machine Learning Big Data Engineer, CCBD Technology - Marcus Data Engineer, Data Science Engineer,  Software Engineer - Data Flow, New Technologies Data Scientist/ Engineer, Data Science Engineer ∞ (Maplewood, MN), Research Engineer Associate / Cambridge, MA, Software Engineer - Data, Software Engineer, Data, Associate Data Engineer,  Cloud Data Engineer, Google Professional Services, Network Engineer II - Data Center Engineering, Clinical Research Neuroimaging Data Manager, Data Scientist, Analytics,  Data Scientist - Analytics Engineering,  Marketing Data Analyst, Environmental Remote Sensing Data Scientist,  Data Scientist, Data Scientist - Marketing,  Sr. Data Scientist,  Growth Data Scientist, Data Scientist and Engineer, Early Career,  Data Scientist -Transit,  Data Scientist (EG), Data Scientist, Patient Messaging,  Junior Data Scientist,  Data Scientist — Applied Research,  Data Scientist, Audience Science,  Data Scientist, Analytics (Integrity),  DBHi Data Scientist I,  Data & Applied Scientist 2, Data Scientist - Summer Intern - University Students,  Distinguished Data Scientist, Data Scientist II, Data Science Generalist,  Solutions Architect/Data Scientist,  Data Scientist (Deep Learning),  Sr Data Scientist,  Senior Data Scientist, Sr Data Analyst, Researcher, Resource Tracking, Python Developer - Data Analysis, Staff Data Scientist- 180760,  Consultant, Data Scientist,  Data & Applied Scientist-Analysis & Insights,  Data Scientist, Advanced Analytics,  Info Security Engineer 5: Security Content Development Data Quality
Engineering,  Data Designer, Data Reporter,  Principal Data Scientist, Data Analyst - VP - CIB Treasury Services, Sr Analyst, Reporting & Analytics,  Omnichannel Analyst,  CONSULTANT - Cloud Infrastructure Services, Researcher, Computational Epidemiology,  Risk Assessment Analyst, Risk and Response,  Data Analyst, Stitcher,  Data Scientist / Analytic Consultant 4, Data Scientist-DIS,  Consultant - Analytics (Microsoft Power BI and Data Science),  Data & Applied Scientist,  Big Data - Big Data Platform Intern, Business Intelligence Program Manager, Google Data Centers,  Brighter - Data Developer, Supply Chain Data Analyst 1, Manager of Business Analytics – Dodger Stadium, Investment Data Manager,  Manager - Data & Analytics, Manager - Customer Data Analytics, Manager, Customer Modeling & Predictive Analytics, Data Visualization Specialist,  Manager, Data Analysis,  Manager, Site Analytics and Optimization,  Manager - Data Manager, Department of Population Health, Data Engineering Manager, Product Analytics,  CX - Data Science Manager,  Manager 2 Data and Analytics, Data Analytics & Reporting Manager, Manager Data Analytics & Reporting, Software Engineer, Database, MySQL Database Administrator, Senior Database Administrator, Software Engineer, Deep Learning, Deep Learning Software Engineer, Deep Learning Computer Architect, Deep Learning Scientist, Research Staff Member, Distributed Deep Learning Platform, Computer Vision Engineer (Deep Learning/Satellite Imaging), Deep Learning Engineer (Satellite Imaging),  Deep Learning Scientist - Yield Analytics,  D3- Sr. NLP Deep Learning Data Scientist, Software Engineer - Full Stack, Full Stack Engineer, Junior Full Stack Developer, Full Stack Developer (Mindfulness),  Full Stack Java Developer, Software Engineer, Monetization (Full Stack),  Full Stack Web Developer, Diagnostic Software,  Full Stack Developers - NASA JPL, Sr. Full Stack Developer, .Net Web Developer- Movimento, Engineer - Full Stack,  Senior Full Stack Software Engineer,  Full Stack Software Engineer,  Full Stack Developer, Online Operations, Senior Software Engineer, Full Stack,  Full-Stack Developer (Billing Team), Systems Administrator and Technology Specialist,  Systems Analyst/Administrator,  Systems Administrator (Linux & Windows),  IT Systems Administrator Ad 12344, Security Analyst, Senior Cyber Security Analyst,  Information Security Analyst,  Principle Information Security Analyst, Investigations Analyst, Ethical ML, Trust and Safety, Machine Learning Internship, Glendale, CA - Fall 2018,  Card Operations Fraud Analyst, Software Engineer, Machine Learning, Machine Learning Engineer, Personalization,  Machine Learning Engineer,  Applications Development,  Machine Learning Engineer & Researcher, Machine Learning Engineer, Machine Learning Sr. Software Engineer, Scientist: Computer Vision & Machine Learning,  Software Engineer - Machine Learning, Machine Learning Analyst,  Senior Machine Learning Engineer,  Machine Learning Principal Audio Engineer,  2019 GDI&A Summer Intern, Machine Learning Software Engineer 3, Software Engineer - Machine Learning and A.I., Machine Learning Research Scientist, Machine Learning Data Scientist,  Manager/Senior Manager, Fraud Risk Management – New Accounts Fraud, Autonomous Driving Intern, Scientific Programmer/Data Scientist (Researcher 3), Machine Learning Researcher,  Automation Software Engineer (Machine Learning & AI),  GDI&A Ford College Graduate Program - Former Interns Only,  Machine Learning on Time Series Data (Video/Car Sensor Signals),  DL Performance Analysis Architect, SENIOR IT NETWORK ARCHITECT,  Senior Network Engineer - Federal, Senior Network Engineer - Federal,  Architect – Network & Communication,  Network Engineer, DL Performance Analysis Architect,  Solutions Architect - Philadelphia,  Senior Network Engineer, Corporate Research Assistant - Entry Level,  Fall AI Lab Internship, Research Assistant,  EPIDEMIOLOGIST II, Biostatistician, Verily Life Sciences, Junior Analyst - Entry Level, Python Integration Engineer, Partner Technology Manager, YouTube",1.0
12830,python (django),Hard Skill,Intermediate, Full Stack Developer,0.9
12831,python (numpy,Hard Skill,Intermediate," Data Analyst - Finance, Sr. Machine Learning Researcher - Computer Vision",0.85
12832,python (pandas,Hard Skill,Intermediate, Senior Data Systems Analyst,1.0
12833,python 3,Hard Skill,Intermediate,Full Stack Engineers,0.98
12834,python and/or bash,Hard Skill,Expert,"Developer, Cloud Technology",0.89
12835,python coding,Hard Skill,Expert,Full Stack Developer,1.0
12836,python development,Hard Skill,Intermediate," Data Engineer,  Systems Architect I,  Full Stack Web Developer, Diagnostic Software",1.0
12837,python development,Hard Skill,Expert," Data Engineer,  Systems Architect I,  Full Stack Web Developer, Diagnostic Software",0.95
12838,python for data analytics,Hard Skill,Intermediate,Director of Business Intelligence,1.0
12839,python or r or scala,Hard Skill,Intermediate, IOT Architect,0.94
12840,python programming,Hard Skill,Intermediate," Architect - Network, Cloud Software Developer - WebEx Meetings Microservices, Big Data Solutions Architect (Central Region),  Service Development Architect-Allstream,  Data Engineer,  Data Analyst / Engineer, Data Product Manager, Data Science/Machine Learning - Internship, Associate Data Scientist,  Senior Data Scientist,  Assistant Director, Enterprise Data Services,  Enterprise Data Architecture,  Deep Learning DevOps Engineer, Full Stack Python Developer,  Junior Quantitative Researcher,  Machine Learning Engineer, Software Engineer, Machine Learning, Research Engineer, Machine Learning/Hadoop Engineer, Architect - Network",1.0
12841,python programming,Hard Skill,Intermediate," Architect - Network, Cloud Software Developer - WebEx Meetings Microservices, Big Data Solutions Architect (Central Region),  Service Development Architect-Allstream,  Data Engineer,  Data Analyst / Engineer, Data Product Manager, Data Science/Machine Learning - Internship, Associate Data Scientist,  Senior Data Scientist,  Assistant Director, Enterprise Data Services,  Enterprise Data Architecture,  Deep Learning DevOps Engineer, Full Stack Python Developer,  Junior Quantitative Researcher,  Machine Learning Engineer, Software Engineer, Machine Learning, Research Engineer, Machine Learning/Hadoop Engineer, Architect - Network",1.0
12842,python research stack,Hard Skill,Intermediate, Machine Learning Researcher - Audio/Speech/Computer Vision,0.96
12843,python scientific tools (scikit,Hard Skill,Intermediate,Software Developer - Machine Learning,0.91
12844,python script,Hard Skill,Intermediate,Senior Business Intelligence Analyst,0.9
12845,python scripting,Hard Skill,Intermediate," Data Engineer,  Data Operations Engineer, Support and Integration Engineer - Brighterion",1.0
12846,python stack,Hard Skill,Expert,New Technologies Data Scientist/ Engineer,0.88
12847,python web framework,Hard Skill,Intermediate,Sr Staff Data & Information Architect,0.88
12848,python),Hard Skill,Beginner," Student Research Collaboration,  Big Data Engineer and Hadoop Administrator, Enterprise Software Engineer - Big Data, Senior Data Engineer, Analytic Solutions Analyst/Senior Analyst,  Architect (fullstack), Cloud Automation Architect,  Software Engineering Intern, BS, Winter 2019,  Backend Programmer,  Data Analyst, Senior Data Analyst,  Big Data Architect, Wafer Metrology Data Development Engineer,  Data Engineer,  Data Scientist,  Data Analysis Intern, Senior Data Scientist - SEM,  Data Scientist, Marketing Science R&D,  Senior Data Scientist,  Data Scientist, Austin, Senior BI Data Analyst,  Data Analytics & Solutions Manager,  Analytics Manager - Data Science, Applied Scientist - Alexa Deep Learning, Full Stack JavaScript Developer, Junior Full Stack Developer, Software Engineer - Machine Learning/RET,  Architect – Network & Communication, Analyst, Baseball Operations",0.87
12849,python) data security and privacy regulations knowledge,Hard Skill,Intermediate,Database Administrator,1.0
12850,python/flask,Hard Skill,Intermediate, Solutions Architect,1.0
12851,python/golang,Hard Skill,Expert, Full Stack Web Developer,1.0
12852,python/r,Hard Skill,Intermediate,"Director, Data & Analytics",0.87
12853,python/ruby,Hard Skill,Expert," Data Engineer, Marketing & Sales",1.0
12854,pytorch,Hard Skill,Expert,"Machine Learning / Artificial Intelligence Scientist Site Lead, Artificial Intelligence (AI) Engineer, gRED Early Clinical Development,  Data Scientist (Deep Learning), Research Staff Member, Distributed Deep Learning Platform, Computer Vision Engineer (Deep Learning/Satellite Imaging), Deep Learning Engineer (Satellite Imaging),  Sr. Machine Learning Engineer,  Software Engineer - Machine Learning,  Data Scientist - Machine Learning,  Los Angeles - Software Engineer, Machine Learning,  Machine Learning Research Scientist, Machine Learning Researcher,  Machine Learning/Deep Learning Scientist",0.71
12855,pytorch),Hard Skill,Expert,"Software Developer - Machine Learning,  Machine Learning Engineer / AD, Machine Learning Software Engineer 3, Machine Learning Research Engineer",0.78
12856,qa,Domain Skill,Intermediate,Media Operations Assistant,0.55
12857,qa (quality assurance),Domain Skill,Intermediate,Quality & Commercialization Manager,0.42
12858,qa analytics implementations,Domain Skill,Intermediate, Data (Tracking) Engineer,0.48
12859,qa automation (selenium,Domain Skill,Beginner, Full Stack Engineer,0.41
12860,qa inspection,Domain Skill,Beginner,Technical Apprentice,0.41
12861,qa methodologies,Domain Skill,Intermediate," Mgr. - Quality Assurance, Test Consultant 1",0.44
12862,qa methodology and tools,Domain Skill,Beginner, Quality Assurance Manager,0.51
12863,qa processes,Domain Skill,Beginner,"Data Architect - Information Management & Analytics, Data Solutions Designer (App Sys Eng 6)",0.51
12864,qa support during testing,Domain Skill,Beginner,Business Analyst II,0.58
12865,qa symphony qtest,Domain Skill,Intermediate, Expert Software Engineer in Test,0.46
12866,qa testing,Domain Skill,Beginner," Quality Control Project Manager, Junior Full Stack Developer, Analyst, Media Operations",0.58
12867,qa testing,Domain Skill,Beginner," Quality Control Project Manager, Junior Full Stack Developer, Analyst, Media Operations",0.59
12868,qa testing coordination,Domain Skill,Intermediate,"Technical Quality Specialist, WhatsApp Product Operations",0.42
12869,qa testing efficiency improvement,Domain Skill,Beginner,"Technical Quality Specialist, WhatsApp Product Operations",0.43
12870,qa testing knowledge,Domain Skill,Intermediate,Test Engineer - Data Centric Testing,0.51
12871,qa tools,Domain Skill,Beginner,Test Engineer - Data Centric Testing,0.56
12872,qa-focused,Domain Skill,Beginner, Architect (Gain Theory),0.46
12873,qa/qc,Domain Skill,Beginner, Data Architect/Engineer,0.59
12874,qgis,Domain Skill,Beginner, Sr. Web Developer,0.6
12875,qlickview),Domain Skill,Intermediate,"Analyst, Data Informatics 2",0.43
12876,qlik,Domain Skill,Beginner," Director, Analytics & Data Operations,  Big Data Solution Architect _WB,  VP, League-Wide Data & Analytics",0.51
12877,qlik sense,Domain Skill,Beginner," Enterprise Data Analytics BI Project Manager, Manager Data Analytics & Reporting",0.54
12878,qlik view,Domain Skill,Intermediate,Manager Data Analytics & Reporting,0.47
12879,qlik),Domain Skill,Beginner,"Big Data Engineer,  Marketing Data Analyst",0.56
12880,qliksense,Domain Skill,Beginner, Cognos Developer,0.44
12881,qliksense reporting tools,Domain Skill,Intermediate, IT Business Consultant,0.58
12882,qlikview,Domain Skill,Beginner," Systems Engineer – Data Analytics (Azure), Business Systems Analyst,  Cognos Developer, Data Analyst Intern,  Senior Data Engineer,  Data Scientist -Transit,  2019 GDI&A Summer Intern,  GDI&A Ford College Graduate Program - Former Interns Only",0.49
12883,qlikview or qlik sense,Domain Skill,Intermediate,Product Lead,0.52
12884,qlikview),Domain Skill,Intermediate," Data Engineer,  GDIA Data Operations Analyst",0.54
12885,qlikview/qliksense,Domain Skill,Intermediate,"Business Analyst ∞ (Maplewood, MN)",0.44
12886,qnx,Domain Skill,Beginner,Perception Integration Engineer,0.5
12887,qos,Domain Skill,Intermediate," Network Architect FEATURED, Solutions Architect – Webscale, Cisco Network Architect,  Senior Network Architect/Engineer, Comcast Solutions Architect,  Senior Network Engineer",0.52
12888,qos issue diagnosing,Domain Skill,Intermediate, Tier 1 Customer Support - Call Center - San Francisco,0.43
12889,qos issues,Domain Skill,Beginner, Tier 1 Customer Support - Call Center - San Jose,0.54
12890,qos mechanisms,Domain Skill,Beginner, Service Development Architect-Allstream,0.5
12891,qos),Domain Skill,Beginner, Senior Network Engineer/Architect,0.5
12892,qos/cos,Domain Skill,Beginner, Senior Network Engineer,0.49
12893,qrm risk model,Domain Skill,Beginner, Secondary Marketing Analytics Manager,0.54
12894,qsi,Domain Skill,Beginner, Supplier Quality Manager,0.59
12895,qsr (quality system regulations),Domain Skill,Intermediate,Manufacturing Engineer,0.51
12896,qualification & composites testing,Domain Skill,Intermediate," Engineer I, Technical",0.49
12897,qualitative analysis,Domain Skill,Intermediate," Lead Business Intelligence Data Analyst - BI Team Manager,  Product Manager, Bundling,  Patient Relations Specialist",0.53
12898,qualitative and quantitative analysis,Domain Skill,Beginner," Business Analyst,  Sr. Data Analyst,  Data Analyst - Public Education Data Analysis, Biological Scientist, Consultant",0.59
12899,qualitative and quantitative analysis,Domain Skill,Intermediate," Business Analyst,  Sr. Data Analyst,  Data Analyst - Public Education Data Analysis, Biological Scientist, Consultant",0.43
12900,qualitative and quantitative analysis techniques,Domain Skill,Intermediate, Sales Operations Analyst - Marketing Science,0.47
12901,qualitative and quantitative benchmarking,Domain Skill,Beginner, Portfolio Analytics Manager,0.53
12902,qualitative and quantitative research,Domain Skill,Beginner," Manager, UX Research & Analytics",0.55
12903,qualitative and quantitative research methodologies,Domain Skill,Intermediate, User Researcher 2,0.55
12904,qualitative data analysis,Hard Skill,Intermediate," Sr Research Specialist,  Intern - SMURFS",0.61
12905,qualitative research,Domain Skill,Intermediate,"User Researcher - Farmington Hills, MI, Analyst, Consumer Insights, Stakeholder Insights and Analytics Manager,  MANAGER, DATA AND BUSINESS ANALYTICS",0.55
12906,quality,Domain Skill,Intermediate, 2019 GDI&A Summer Intern,0.45
12907,quality and food safety policies/system implementation,Domain Skill,Intermediate, Quality Food Safety Manager,0.48
12908,quality and reliability in semiconductor package and assembly,Domain Skill,Beginner, Automotive FAE - Packaging Specialist,0.44
12909,quality assessment,Domain Skill,Beginner," Data Extraction Analyst,  Director, Analytics BMG",0.53
12910,quality assessments,Domain Skill,Beginner,"Manager, Development Sciences Quality",0.49
12911,quality assurance,Domain Skill,Beginner,"ASSOCIATE QUALITY ENGINEER,  Business Analyst - TMMIS, Business Intelligence Analyst,  Product Analyst,  Business Analyst, Senior Business Analyst, Junior Data Analyst,  Project Architect,  Quality Engineer,  Quality Assurance Manager, Quality Assurance Specialist,  Data Quality Analyst,  Mgr. - Quality Assurance,  Quality Specialist, Manager, Quality Control, Quality System Manager,  Quality Control Manager, Quality Food Safety (QFS) Manager-Spokane, WA, Production Quality Manager, Cabinetry,  NA Quality Manager,  Quality Control Technician, Project Manager I - Data Governance,  Quality & Commercialization Manager (Seattle Based), Quality Manager,  Quality Technologist,  Master Data Systems Specialist Principal – PSJH,  Data Warehouse/Business Intelligence Developer, Trademark Administrator,  Research Associate, Primary Research, Implementation Consultant - HCM,  Sr. IT Manager, Business/Systems Analysis,  Program Analyst I, Machine Learning Engineer, Personalization,  Savings - Deposit Operations – Performance Coach – Richardson, TX,  Software Test Specialist I, Software Test Specialist I, Director of Operations, Program Integration Manager, Graduate Admissions Records Evaluator",0.43
12912,quality assurance,Domain Skill,Beginner,"ASSOCIATE QUALITY ENGINEER,  Business Analyst - TMMIS, Business Intelligence Analyst,  Product Analyst,  Business Analyst, Senior Business Analyst, Junior Data Analyst,  Project Architect,  Quality Engineer,  Quality Assurance Manager, Quality Assurance Specialist,  Data Quality Analyst,  Mgr. - Quality Assurance,  Quality Specialist, Manager, Quality Control, Quality System Manager,  Quality Control Manager, Quality Food Safety (QFS) Manager-Spokane, WA, Production Quality Manager, Cabinetry,  NA Quality Manager,  Quality Control Technician, Project Manager I - Data Governance,  Quality & Commercialization Manager (Seattle Based), Quality Manager,  Quality Technologist,  Master Data Systems Specialist Principal – PSJH,  Data Warehouse/Business Intelligence Developer, Trademark Administrator,  Research Associate, Primary Research, Implementation Consultant - HCM,  Sr. IT Manager, Business/Systems Analysis,  Program Analyst I, Machine Learning Engineer, Personalization,  Savings - Deposit Operations – Performance Coach – Richardson, TX,  Software Test Specialist I, Software Test Specialist I, Director of Operations, Program Integration Manager, Graduate Admissions Records Evaluator",0.48
12913,quality assurance evaluation,Domain Skill,Intermediate,Manager II,0.5
12914,quality assurance for database deliverables,Hard Skill,Intermediate, Staff Database Engineer (REF9853U),0.79
12915,quality assurance measures establishment,Domain Skill,Intermediate, Quality Assurance Manager,0.56
12916,quality assurance methodologies,Domain Skill,Beginner," Enterprise Quality Architect,  IT Systems Consultant",0.48
12917,quality assurance methodologies,Domain Skill,Intermediate," Enterprise Quality Architect,  IT Systems Consultant",0.58
12918,quality assurance of mri images,Domain Skill,Intermediate, Research Assistant I (Stroke) MRI images,0.5
12919,quality assurance participation,Domain Skill,Intermediate, Data Entry - Lab Assistant,0.56
12920,quality assurance processes,Domain Skill,Intermediate,Sr. Associate - Ad Tech,0.52
12921,quality assurance standards establishment,Domain Skill,Beginner, Quality Assurance Manager,0.42
12922,quality assurance test scenarios/cases,Domain Skill,Beginner,Senior Business Analyst,0.5
12923,quality assurance testing,Domain Skill,Beginner,"HEDIS Business Analyst,  Technology Early Career Development Program (TECDP) Co-Op, Information Technology Director, CargoWise Integration Specialist",0.51
12924,quality assurance time and cost estimation,Domain Skill,Intermediate, Quality Assurance Manager,0.5
12925,quality attributes,Domain Skill,Beginner, Business Analyst III,0.56
12926,quality audit management,Soft Skill,Expert, Sr Quality Associate / Quality Manager,0.66
12927,quality audits,Domain Skill,Intermediate,General Supervisor Quality (GSQ),0.5
12928,quality code writing,Domain Skill,Beginner,Full Stack JavaScript Developer,0.43
12929,quality control,Domain Skill,Intermediate," QA Specialist, Defect Engineer, Autumn Engineering Analyst, business analyst,  Cloud Engineer,  Sr. Data Analyst, DATA ANALYST,  Data Analyst I, Investigator 1-3 In-Training –Regulatory Board Services,  Quality Engineer,  Data Facilities Engineer, Manufacturing Engineer (Re-Entry), Director, Business Process & Quality Programs, Operator I, Manager, Quality Control,  Quality Control Manager, Quality Food Safety (QFS) Manager-Spokane, WA, Quality Manager Hopkins, MN USA, Production Quality Improvement Manager,  Equipment Manager,  Sr. Manager Quality Control, Governance & Compliance Associate Principal Scientist,  Data Coordinator I, Warehouse Associate II,  Fulfillment Coordinator, E-Commerce Content Administrator - Anaheim, CA,  Database Administrator V, General Laborer,  Statistician,  Associate-Operations",0.6
12930,quality control,Domain Skill,Beginner," QA Specialist, Defect Engineer, Autumn Engineering Analyst, business analyst,  Cloud Engineer,  Sr. Data Analyst, DATA ANALYST,  Data Analyst I, Investigator 1-3 In-Training –Regulatory Board Services,  Quality Engineer,  Data Facilities Engineer, Manufacturing Engineer (Re-Entry), Director, Business Process & Quality Programs, Operator I, Manager, Quality Control,  Quality Control Manager, Quality Food Safety (QFS) Manager-Spokane, WA, Quality Manager Hopkins, MN USA, Production Quality Improvement Manager,  Equipment Manager,  Sr. Manager Quality Control, Governance & Compliance Associate Principal Scientist,  Data Coordinator I, Warehouse Associate II,  Fulfillment Coordinator, E-Commerce Content Administrator - Anaheim, CA,  Database Administrator V, General Laborer,  Statistician,  Associate-Operations",0.42
12931,quality control and quality assurance processes,Domain Skill,Beginner," Quality Control Manager - Houston, TX",0.53
12932,quality control implementation,Domain Skill,Intermediate,Data Integration Analyst,0.47
12933,quality control management,Soft Skill,Expert,Quality Manager,0.8
12934,quality control practices,Domain Skill,Intermediate, Machine Learning Engineer,0.59
12935,quality control procedures,Domain Skill,Intermediate,"Records Analyst,  Operation Manager Vehicle Manufacturing,  Studio Operator",0.54
12936,quality control standards,Domain Skill,Intermediate,Quality Manager,0.48
12937,quality cost analysis,Domain Skill,Intermediate,Quality Manager,0.43
12938,quality data generation,Domain Skill,Intermediate,Quality Analyst - Minneapolis,0.45
12939,quality engineering,Domain Skill,Beginner,"Quality Manager Hopkins, MN USA",0.42
12940,quality evaluation,Domain Skill,Intermediate,Quality Analyst - Minneapolis,0.44
12941,quality history reviews,Domain Skill,Intermediate, Lead Engineer – Body Structures,0.46
12942,quality improvement,Domain Skill,Intermediate,"Compliance Manager,  Quality Improvement Coordinator",0.49
12943,quality improvement,Domain Skill,Intermediate,"Compliance Manager,  Quality Improvement Coordinator",0.44
12944,quality improvement (qi) program development,Domain Skill,Beginner, Manager - Radiology Quality Improvement,0.4
12945,quality improvement analytics,Domain Skill,Intermediate, Quality Assurance Health Information Analyst,0.52
12946,quality improvement plans,Domain Skill,Intermediate," Quality Engineer, Quality Improvement Manager",0.57
12947,quality improvement practices,Domain Skill,Intermediate," QA Engineer II, ETL / Data Warehouse",0.4
12948,quality improvement tools and techniques,Domain Skill,Beginner,"MANAGER, QUALITY MANAGEMENT",0.42
12949,quality initiatives,Domain Skill,Intermediate,Offshore Learning Operations Program Lead,0.47
12950,quality inspection,Domain Skill,Intermediate, Saw Operator – 1st Shift,0.59
12951,quality issue resolution,Domain Skill,Intermediate,Engineer,0.41
12952,quality management,Soft Skill,Expert,"Production Manager, Gas Quality Information Analyst - (San Ramon or Morgan Hill), Quality Manager Hopkins, MN USA, Quality Specialist, Cutting Room Supervisor,  Enterprise Data Analytics BI Project Manager,  Project Manager & Analytics Specialist III,  Infrastructure Consultant 1 - Wintel Admin",0.7
12953,quality management,Soft Skill,Intermediate,"Production Manager, Gas Quality Information Analyst - (San Ramon or Morgan Hill), Quality Manager Hopkins, MN USA, Quality Specialist, Cutting Room Supervisor,  Enterprise Data Analytics BI Project Manager,  Project Manager & Analytics Specialist III,  Infrastructure Consultant 1 - Wintel Admin",0.71
12954,quality management representation,Soft Skill,Intermediate,Site Quality Manager,0.64
12955,quality management system,Soft Skill,Beginner,"Manufacturing Engineer,  Sr Quality Associate / Quality Manager, Quality Manager, Manager, Development Sciences Quality,  Advanced Quality Planning Manager",0.74
12956,quality management system,Soft Skill,Beginner,"Manufacturing Engineer,  Sr Quality Associate / Quality Manager, Quality Manager, Manager, Development Sciences Quality,  Advanced Quality Planning Manager",0.69
12957,quality management system (qms),Soft Skill,Intermediate, Senior Data Quality Tester PSJH,0.77
12958,quality management system (qms) development,Soft Skill,Intermediate, Quality Assurance Manager,0.77
12959,quality management system (qms) maintenance,Soft Skill,Intermediate,Quality Manager - Synrad,0.64
12960,quality management systems,Soft Skill,Intermediate,"ASSOCIATE QUALITY ENGINEER,  Analyst, Business,  Business Systems Analyst,  Quality Engineer,  Quality Manager, General Supervisor Quality (GSQ), Quality Food Safety (QFS) Manager-Spokane, WA,  Quality Technologist",0.67
12961,quality management systems,Soft Skill,Beginner,"ASSOCIATE QUALITY ENGINEER,  Analyst, Business,  Business Systems Analyst,  Quality Engineer,  Quality Manager, General Supervisor Quality (GSQ), Quality Food Safety (QFS) Manager-Spokane, WA,  Quality Technologist",0.61
12962,quality management systems integration,Soft Skill,Intermediate,Quality System Manager,0.77
12963,quality management using business process improvement (bpi) or six sigma,Soft Skill,Intermediate," Data Analytics & Burn Cycle Time Program Manager - Austin, TX",0.64
12964,quality measurement,Domain Skill,Beginner,"Director, Informatics,  Data Analyst",0.53
12965,quality measures analysis,Domain Skill,Beginner,DATA ANALYST,0.44
12966,quality methodology,Domain Skill,Beginner,Quality Analyst - Minneapolis,0.52
12967,quality metrics tracking,Domain Skill,Beginner,Quality Manager - Synrad,0.47
12968,quality monitoring,Domain Skill,Beginner, Quality Data Specialist,0.48
12969,quality optimization,Domain Skill,Intermediate,Principal Enterprise Architect,0.41
12970,quality planning tools,Domain Skill,Intermediate, Quality Coordinator II,0.46
12971,quality procedures definition,Domain Skill,Intermediate,"Manager, Quality Control",0.47
12972,quality processes implementation,Domain Skill,Intermediate,Site Quality Manager,0.47
